Reported Date,Confirmed Negative,Presumptive Negative,Presumptive Positive,Confirmed Positive,Resolved,Deaths,Total Cases,Total patients approved for testing as of Reporting Date,Total tests completed in the last day,Percent positive tests in last day,Under Investigation,Number of patients hospitalized with COVID-19,Number of patients in ICU with COVID-19,Number of patients in ICU on a ventilator with COVID-19,Total Positive LTC Resident Cases,Total Positive LTC HCW Cases,Total LTC Resident Deaths,Total LTC HCW Deaths
2020-01-26,,,1,,,,,,,,9,,,,,,,
2020-01-27,,,2,,,,,,,,19,,,,,,,
2020-01-28,,,1,1,,,1,,,,11,,,,,,,
2020-01-30,,,0,2,,,2,,,,27,,,,,,,
2020-01-31,,,0,2,,,2,,,,17,,,,,,,
2020-02-03,,,0,3,,,3,,,,29,,,,,,,
2020-02-04,90,12,0,3,,,3,139,,,34,,,,,,,
2020-02-05,96,8,0,3,,,3,150,,,43,,,,,,,
2020-02-06,104,0,0,3,,,3,169,,,62,,,,,,,
2020-02-08,130,25,0,3,,,3,197,,,39,,,,,,,
2020-02-10,167,81,0,3,,,3,259,,,8,,,,,,,
2020-02-11,184,79,0,3,,,3,285,,,19,,,,,,,
2020-02-12,257,44,0,2,1,,3,313,,,9,,,,,,,
2020-02-13,306,16,0,2,1,,3,340,,,15,,,,,,,
2020-02-14,353,0,0,2,1,,3,364,,,8,,,,,,,
2020-02-17,399,0,0,2,1,,3,402,,,0,,,,,,,
2020-02-18,418,0,0,2,1,,3,421,,,0,,,,,,,
2020-02-19,436,0,0,2,1,,3,456,,,17,,,,,,,
2020-02-20,462,,0,1,2,,3,479,,,14,,,,,,,
2020-02-21,483,,0,0,3,,3,498,,,12,,,,,,,
2020-02-24,540,,0,1,3,,4,553,,,9,,,,,,,
2020-02-25,568,,0,1,3,,4,593,,,21,,,,,,,
2020-02-26,610,,1,1,3,,4,629,,,14,,,,,,,
2020-02-27,672,,1,2,3,,5,699,,,21,,,,,,,
2020-02-28,739,,1,3,3,,6,768,,,22,,,,,,,
2020-03-02,975,,,15,3,,18,1005,,,12,,,,,,,
2020-03-03,1061,,,17,3,,20,1126,,,45,,,,,,,
2020-03-04,1216,,,17,3,,20,1338,,,102,,,,,,,
2020-03-05,1466,,,18,4,,22,1566,,,78,,,,,,,
2020-03-06,1665,,,22,4,,26,1763,,,72,,,,,,,
2020-03-07,1918,,,24,4,,28,1982,,,36,,,,,,,
2020-03-08,2094,,,25,4,,29,2178,,,55,,,,,,,
2020-03-09,2347,,,31,4,,35,2404,,,22,,,,,,,
2020-03-10,2599,,,31,5,,36,2747,,,112,,,,,,,
2020-03-11,2888,,,37,5,,42,3395,,,465,,,,,,,
2020-03-12,3590,,,54,5,,59,4185,,,536,,,,,,,
2020-03-13,4470,,,74,5,,79,5129,,,580,,,,,,,
2020-03-14,5606,,,98,5,,103,6648,,,939,,,,,,,
2020-03-15,7004,,,140,5,,145,8465,,,1316,,,,,,,
2020-03-16,8464,,,172,5,,177,10178,,,1537,,,,,,,
2020-03-17,9415,,,183,5,1,189,11171,,,1567,,,,,,,
2020-03-18,10305,,,208,5,1,214,13897,,,3378,,,,,,,
2020-03-19,12421,,,251,5,2,258,16650,,,3971,,,,,,,
2020-03-20,13718,,,311,5,2,318,19511,,,5475,,,,,,,
2020-03-21,15768,,,369,6,2,377,23384,,,7239,,,,,,,
2020-03-22,17634,,,412,8,5,425,26420,,,8361,,,,,,,
2020-03-23,19586,,,489,8,6,503,28506,,,8417,,,,,,,
2020-03-24,21795,,,572,8,8,588,32457,,,10074,,,,,,,
2020-03-25,24458,,,667,8,13,688,35635,,,10489,,,,,,,
2020-03-26,26727,,,835,8,15,858,38550,,,10965,,,,,,,
2020-03-27,29967,,,967,8,18,993,41032,,,10074,,,,,,,
2020-03-28,33240,,,1117,8,19,1144,43072,,,8690,,,,,,,
2020-03-29,40630,,,1324,8,23,1355,49186,,,7203,,,,,,,
2020-03-30,,,,1252,431,23,1706,48461,,,5651,,,,,,,
2020-03-31,,,,1399,534,33,1966,51629,,,4280,,,,,,,
2020-04-01,,,,1681,674,37,2392,57874,,,3135,,,,,,,
2020-04-02,,,,1909,831,53,2793,62733,,,2052,405,167,112,,,,
2020-04-03,,,,2165,1023,67,3255,66753,,,1245,462,194,140,,,,
2020-04-04,,,,2317,1219,94,3630,71338,,,1336,506,196,152,,,,
2020-04-05,,,,2470,1449,119,4038,75046,,,981,523,200,154,,,,
2020-04-06,,,,2591,1624,132,4347,78796,,,329,589,216,160,,,,
2020-04-07,,,,2771,1802,153,4726,81364,,,691,614,233,187,,,,
2020-04-08,,,,3028,2074,174,5276,84601,,,1102,605,246,195,,,,
2020-04-09,,,,3254,2305,200,5759,88698,,,1208,632,264,214,,,,
2020-04-10,,,,3441,2574,222,6237,92673,,,1598,673,260,217,,,,
2020-04-11,,,,3537,2858,253,6648,96321,,,1517,691,257,215,,,,
2020-04-12,,,,3654,3121,274,7049,103165,,,1619,738,261,196,,,,
2020-04-13,,,,3822,3357,291,7470,108230,,,1534,760,263,203,,,,
2020-04-14,,,,4051,3568,334,7953,113082,,,2107,769,255,199,,,,
2020-04-15,,,,4160,3902,385,8447,119092,6010,,4429,795,254,188,,,,
2020-04-16,,,,4344,4194,423,8961,128093,9001,,4323,807,248,200,,,,
2020-04-17,,,,4491,4556,478,9525,136992,8899,,5993,829,245,200,,,,
2020-04-18,,,,4621,4875,514,10010,146454,9462,,6833,828,250,197,,,,
2020-04-19,,,,4816,5209,553,10578,156097,9643,8.5,5736,809,247,196,,,,
2020-04-20,,,,5085,5515,584,11184,164840,8743,7.1,3799,802,247,193,,,,
2020-04-21,,,,5307,5806,622,11735,174170,9330,7.7,5546,859,250,194,,,,
2020-04-22,,,,5365,6221,659,12245,184531,10361,8.1,6845,878,243,192,,,,
2020-04-23,,,,5486,6680,713,12879,194745,10214,7.3,6757,887,233,185,,,,
2020-04-24,,,,5669,7087,763,13519,207040,12295,5,5414,910,243,193,,,,
2020-04-25,,,,5675,7509,811,13995,217618,10578,5.7,8171,925,245,195,,,,
2020-04-26,,,,5597,8000,835,14432,229638,12020,7.1,7417,938,252,195,,,,
2020-04-27,,,,5439,8525,892,14856,242188,12550,6,5001,945,241,191,,,,
2020-04-28,,,,5466,8964,951,15381,253040,10852,5.7,6282,957,239,187,,,,
2020-04-29,,,,5120,9612,996,15728,264594,11554,5.2,9530,977,235,186,,,,
2020-04-30,,,,4900,10205,1082,16187,277522,12928,4.5,11859,999,233,181,,,,
2020-05-01,,,,4662,10825,1121,16608,294054,16532,4.9,11975,1017,225,175,,,,
2020-05-02,,,,4553,11390,1176,17119,310359,16305,4.6,12829,977,221,154,,,,
2020-05-03,,,,4332,12005,1216,17553,327505,17146,4.7,9785,1010,232,174,,,,
2020-05-04,,,,4118,12505,1300,17923,342060,14555,5.4,6265,984,225,175,,,,
2020-05-05,,,,4170,12779,1361,18310,352714,10654,5,6023,1043,223,166,,,,
2020-05-06,,,,4071,13222,1429,18722,365675,12961,4.1,8790,1032,219,174,,,,
2020-05-07,,,,4075,13569,1477,19121,380854,15179,3.5,13012,1033,220,155,,,,
2020-05-08,,,,4068,13990,1540,19598,397149,16295,3.2,14641,1028,213,166,,,,
2020-05-09,,,,3962,14383,1599,19944,416376,19227,3.2,15307,1016,203,158,,,,
2020-05-10,,,,3832,14772,1634,20238,433994,17618,3.7,14816,961,195,140,,,,
2020-05-11,,,,3746,15131,1669,20546,447964,13970,3.1,9018,1027,194,147,,,,
2020-05-12,,,,3791,15391,1725,20907,459921,11957,4.7,10811,1025,192,146,,,,
2020-05-13,,,,3626,15845,1765,21236,475058,15137,3.7,13395,1018,189,144,,,,
2020-05-14,,,,3579,16204,1798,21581,492487,17429,3.5,17578,1026,184,141,,,,
2020-05-15,,,,3456,16641,1825,21922,510841,18354,4.1,14373,986,179,135,,,,
2020-05-16,,,,3435,17020,1858,22313,528609,17768,5.4,10565,975,180,135,,,,
2020-05-17,,,,3412,17360,1881,22653,544826,16217,7.8,4414,934,171,129,,,,
2020-05-18,,,,3415,17638,1904,22957,553981,9155,8,2189,972,174,133,,,,
2020-05-19,,,,3567,17898,1919,23384,559794,5813,6,2294,987,167,123,4235,1456,1115,3
2020-05-20,,,,3622,18190,1962,23774,567176,7382,6.8,4444,991,160,120,4518,1573,1224,4
2020-05-21,,,,3685,18509,1993,24187,577682,10506,5.8,5051,984,155,117,4656,1601,1242,4
2020-05-22,,,,3840,18767,2021,24628,588958,11276,5.5,5516,961,153,120,4711,1623,1262,4
2020-05-23,,,,3846,19146,2048,25040,599986,11028,5.1,5871,912,147,119,4784,1650,1282,4
2020-05-24,,,,3950,19477,2073,25500,611369,11383,6.4,3216,878,148,104,4834,1668,1300,4
2020-05-25,,,,4104,19698,2102,25904,619539,8170,5,3883,859,148,114,4862,1678,1323,4
2020-05-26,,,,4110,19958,2123,26191,629414,9875,3.5,6961,848,143,113,4892,1703,1335,4
2020-05-27,,,,3956,20372,2155,26483,644547,15133,3,11817,847,150,117,4936,1721,1352,4
2020-05-28,,,,4004,20673,2189,26866,662162,17615,3.3,11868,833,137,94,4964,1745,1377,5
2020-05-29,,,,3997,20983,2230,27210,680687,18525,2.8,13351,826,129,100,4989,1775,1412,5
2020-05-30,,,,3933,21353,2247,27533,701327,20640,3.4,12760,801,121,84,5003,1793,1423,5
2020-05-31,,,,3783,21810,2266,27859,718341,17014,3.4,9647,781,118,90,5035,1802,1438,6
2020-06-01,,,,3834,22153,2276,28263,732720,14379,3.1,6427,781,125,89,5097,1814,1445,6
2020-06-02,,,,3932,22484,2293,28709,747964,15244,3.8,10622,801,125,87,5158,1825,1465,5
2020-06-03,,,,3924,22811,2312,29047,765501,17537,2.1,11636,791,127,92,5172,1843,1472,5
2020-06-04,,,,3838,23208,2357,29403,786323,20822,2.1,12760,776,121,94,5202,1865,1509,5
2020-06-05,,,,3792,23583,2372,29747,809053,22730,1.8,12247,749,118,94,5222,1883,1519,5
2020-06-06,,,,3848,23947,2407,30202,832158,23105,2,12384,673,117,97,5248,1892,1549,5
2020-06-07,,,,3939,24252,2426,30617,851532,19374,2.1,6779,635,117,92,5254,1921,1557,5
2020-06-08,,,,3918,24492,2450,30860,866889,15357,2.6,4811,603,118,81,5256,1932,1575,5
2020-06-09,,,,3797,24829,2464,31090,880398,13509,1.5,11020,600,116,88,5274,1948,1585,5
2020-06-10,,,,3486,25380,2475,31341,900339,19941,1.6,13897,580,118,86,5294,1963,1591,5
2020-06-11,,,,3172,25885,2487,31544,924680,24341,1.6,16359,538,120,87,5307,1967,1600,5
2020-06-12,,,,3041,26187,2498,31726,953015,28335,1.4,18512,527,114,84,5314,1984,1606,5
2020-06-13,,,,2947,26538,2507,31992,980471,27456,1,26158,489,110,68,5327,2001,1610,5
2020-06-14,,,,2709,26961,2519,32189,1003749,23278,1.3,25290,438,103,77,5368,2029,1625,6
2020-06-15,,,,2630,27213,2527,32370,1025500,21751,1.3,18258,419,104,69,5380,2041,1629,6
2020-06-16,,,,2585,27431,2538,32554,1047224,21724,1.2,17920,413,98,70,5357,2060,1632,6
2020-06-17,,,,2410,27784,2550,32744,1071429,24205,1.1,21635,383,92,65,5359,2097,1636,6
2020-06-18,,,,2360,28004,2553,32917,1096707,25278,1.1,24887,351,84,60,5360,2115,1636,6
2020-06-19,,,,2281,28250,2564,33095,1123932,27225,1.1,21479,331,82,65,5384,2142,1645,6
2020-06-20,,,,2238,28468,2595,33301,1151319,27387,1.1,16963,333,80,63,5345,2153,1651,6
2020-06-21,,,,2151,28719,2606,33476,1174727,23408,1.4,15424,286,86,59,5355,2176,1657,6
2020-06-22,,,,2095,28933,2609,33637,1196627,21900,1.8,10027,265,76,58,5364,2192,1654,6
2020-06-23,,,,2127,29107,2619,33853,1212816,16189,1.3,16418,288,75,54,5392,2205,1664,6
2020-06-24,,,,2049,29336,2631,34016,1236023,23207,1.3,21398,278,73,48,5427,2244,1683,5
2020-06-25,,,,2036,29528,2641,34205,1263534,27511,0.9,24607,270,69,47,5436,2258,1689,5
2020-06-26,,,,1918,29754,2644,34316,1294314,30780,1.1,27344,256,61,41,5445,2268,1692,5
2020-06-27,,,,1892,29932,2652,34476,1327806,33492,1.4,33759,252,54,35,5457,2282,1698,5
2020-06-28,,,,1889,30107,2658,34654,1356439,28633,1,29592,214,51,36,5468,2288,1700,5
2020-06-29,,,,2050,30196,2665,34911,1383566,27127,1,16701,232,46,35,5468,2283,1706,5
2020-06-30,,,,2052,30344,2672,35068,1407325,23759,1,19318,213,42,34,5473,2284,1710,5
2020-07-01,,,,2015,30526,2676,35217,1433381,26056,0.8,23326,209,43,30,5476,2292,1710,5
2020-07-02,,,,1960,30730,2680,35370,1457703,24322,0.8,13922,119,40,26,5488,2290,1712,6
2020-07-03,,,,1944,30909,2682,35535,1481897,24194,0.8,15911,155,40,25,5508,2301,1712,7
2020-07-04,,,,1886,31083,2687,35656,1503322,21425,1,14594,150,39,26,5512,2312,1717,7
2020-07-05,,,,1839,31266,2689,35794,1527114,23792,0.9,11651,139,39,23,5515,2321,1718,7
2020-07-06,,,,1833,31426,2689,35948,1544417,17303,0.8,8931,118,36,21,5514,2326,1717,7
2020-07-07,,,,1766,31603,2691,36060,1559529,15112,0.9,12625,131,34,24,5516,2327,1717,7
2020-07-08,,,,1673,31805,2700,36178,1582361,22832,0.9,17116,123,35,26,5521,2343,1722,7
2020-07-09,,,,1668,31977,2703,36348,1608687,26326,0.8,21648,123,31,23,5526,2364,1722,7
2020-07-10,,,,1599,32155,2710,36464,1636171,27484,0.7,25668,117,34,24,5527,2368,1724,7
2020-07-11,,,,1456,32422,2716,36594,1665693,29522,0.7,22083,128,31,18,5535,2383,1728,8
2020-07-12,,,,1470,32534,2719,36723,1691419,25726,0.8,16174,116,29,19,5537,2395,1729,8
2020-07-13,,,,1454,32663,2722,36839,1712315,20896,0.8,7837,104,28,20,5540,2403,1730,8
2020-07-14,,,,1442,32785,2723,36950,1729059,16744,0.7,13918,137,30,21,5540,2419,1729,8
2020-07-15,,,,1400,32920,2732,37052,1752828,23769,0.8,22029,115,31,22,5545,2453,1730,8
2020-07-16,,,,1365,33061,2737,37163,1779320,26492,0.9,25297,107,26,20,5548,2455,1731,8
2020-07-17,,,,1366,33162,2746,37274,1810483,31163,0.7,24781,108,30,21,5545,2462,1732,8
2020-07-18,,,,1398,33294,2748,37440,1839332,28849,0.7,24551,105,33,22,5547,2469,1732,8
2020-07-19,,,,1446,33407,2751,37604,1866222,26890,1,18081,101,34,23,5549,2477,1731,8
2020-07-20,,,,1474,33513,2752,37739,1887135,20913,1,11351,115,37,24,5546,2480,1730,8
2020-07-21,,,,1584,33605,2753,37942,1910109,22974,0.9,11842,120,36,23,5546,2484,1732,8
2020-07-22,,,,1540,33812,2755,38107,1934099,23990,0.7,18881,128,37,19,5877,2496,1788,8
2020-07-23,,,,1492,33963,2755,38210,1960100,26001,0.8,21825,154,35,21,5877,2501,1789,8
2020-07-24,,,,1547,34100,2758,38405,1988909,28809,0.9,25550,141,31,20,5881,2503,1791,8
2020-07-25,,,,1544,34240,2759,38543,2018813,29904,0.6,26078,97,30,21,5884,2517,1791,8
2020-07-26,,,,1558,34359,2763,38680,2044957,26144,0.6,18000,87,29,21,5885,2527,1792,8
2020-07-27,,,,1574,34461,2764,38799,2069621,24664,0.7,9249,82,30,18,5884,2527,1792,8
2020-07-28,,,,1575,34567,2768,38910,2086955,17334,0.7,12919,96,31,18,5885,2529,1793,8
2020-07-29,,,,1476,34741,2769,38986,2114263,27308,0.7,18268,91,28,17,5887,2537,1793,8
2020-07-30,,,,1397,34906,2772,39075,2141939,27676,0.6,28267,84,27,16,5889,2543,1793,8
2020-07-31,,,,1360,35074,2775,39209,2171972,30033,0.5,29215,78,29,15,5891,2556,1795,8
2020-08-01,,,,1319,35237,2777,39333,2205254,33282,0.6,26984,73,27,12,5893,2558,1797,8
2020-08-02,,,,1312,35359,2778,39449,2235697,30443,0.4,17839,72,26,14,5894,2555,1797,8
2020-08-03,,,,1274,35485,2778,39537,2258718,23021,0.5,12953,75,25,13,5895,2556,1797,8
2020-08-04,,,,1245,35601,2782,39628,2277887,19169,0.7,9285,78,28,15,5896,2557,1798,8
2020-08-05,,,,1185,35747,2782,39714,2295116,17229,0.6,16407,66,30,15,5896,2581,1798,8
2020-08-06,,,,1120,35906,2783,39809,2321297,26181,0.5,19292,71,29,13,5899,2593,1798,8
2020-08-07,,,,1090,36024,2783,39897,2346433,25136,0.6,25077,66,28,12,5901,2595,1799,8
2020-08-08,,,,1052,36131,2784,39967,2372441,26008,0.4,26273,53,27,12,5901,2601,1799,8
2020-08-09,,,,981,36279,2786,40046,2400212,27771,0.5,17540,55,26,12,5901,2605,1799,8
2020-08-10,,,,994,36381,2786,40161,2422487,22275,0.5,10865,49,25,14,5903,2605,1799,8
2020-08-11,,,,952,36456,2786,40194,2444068,21581,0.4,14677,60,21,12,5902,2608,1800,8
2020-08-12,,,,912,36590,2787,40289,2468640,24572,0.5,22054,49,20,10,5902,2611,1800,8
2020-08-13,,,,891,36689,2787,40367,2498266,29626,0.4,29049,43,20,10,5903,2617,1800,8
2020-08-14,,,,899,36772,2788,40459,2528403,30137,0.5,35426,41,17,9,5904,2618,1800,8
2020-08-15,,,,903,36873,2789,40565,2558839,30436,0.4,33852,39,17,10,5905,2614,1800,8
2020-08-16,,,,904,36953,2789,40646,2582652,23813,0.5,25847,37,18,9,5905,2616,1800,8
2020-08-17,,,,920,37036,2789,40745,2608219,25567,0.7,15076,32,16,10,5905,2617,1800,8
2020-08-18,,,,951,37126,2793,40870,2631286,23067,0.5,16128,41,15,10,5912,2622,1803,8
2020-08-19,,,,965,37215,2792,40972,2656928,25642,0.5,15490,42,15,10,5918,2626,1802,8
2020-08-20,,,,964,37291,2793,41048,2682845,25917,0.6,22104,35,15,8,5919,2628,1803,8
2020-08-21,,,,986,37397,2796,41179,2710918,28073,0.5,19941,35,13,7,5922,2636,1804,8
2020-08-22,,,,1003,37487,2797,41287,2739574,28656,0.4,17965,40,13,7,5923,2636,1804,8
2020-08-23,,,,1010,37595,2797,41402,2762958,23384,0.4,16115,41,11,6,5924,2638,1804,8
2020-08-24,,,,1036,37673,2798,41507,2781748,18790,0.6,9229,40,12,7,5924,2639,1804,8
2020-08-25,,,,1059,37748,2800,41607,2801761,20013,0.7,17259,39,13,10,5926,2639,1805,8
2020-08-26,,,,1030,37863,2802,41695,2823721,21960,0.6,20716,43,15,10,5927,2641,1805,8
2020-08-27,,,,1070,37940,2803,41813,2852346,28625,0.6,26179,48,18,10,5930,2640,1807,8
2020-08-28,,,,1103,38023,2809,41935,2884169,31823,0.6,30512,61,18,12,5932,2639,1814,8
2020-08-29,,,,1148,38126,2809,42083,2916275,32106,0.6,29491,51,17,5,5935,2637,1814,8
2020-08-30,,,,1181,38204,2810,42195,2941245,24970,0.6,23880,51,20,10,5936,2637,1814,8
2020-08-31,,,,1221,38277,2811,42309,2966343,25098,0.6,13542,49,18,9,5936,2638,1815,8
2020-09-01,,,,1240,38369,2812,42421,2989888,23545,0.7,15748,65,17,5,5937,2643,1815,8
2020-09-02,,,,1236,38506,2812,42554,3013892,24004,0.7,18273,60,13,9,5937,2648,1816,8
2020-09-03,,,,1249,38625,2812,42686,3040190,26298,0.6,22769,60,12,9,5938,2648,1817,8
2020-09-04,,,,1282,38741,2811,42834,3068781,28591,0.7,25945,66,13,8,5946,2649,1817,8
2020-09-05,,,,1345,38847,2811,43003,3097453,28672,0.8,23357,58,14,8,5944,2648,1817,8
2020-09-06,,,,1390,38958,2813,43161,3126408,28955,0.7,17698,52,15,9,5945,2649,1817,8
2020-09-07,,,,1461,39077,2813,43351,3150133,23725,1,10540,55,18,8,5951,2648,1817,8
2020-09-08,,,,1527,39196,2813,43536,3171062,20929,1,8357,54,17,7,5965,2643,1817,8
2020-09-09,,,,1540,39332,2813,43685,3188667,17605,1.3,20062,55,15,8,5967,2647,1818,8
2020-09-10,,,,1567,39474,2814,43855,3213336,24669,1,25850,54,14,9,5966,2647,1817,8
2020-09-11,,,,1657,39598,2813,44068,3245837,32501,1,31384,49,18,9,5965,2657,1817,8
2020-09-12,,,,1769,39717,2814,44300,3281455,35618,1,30491,43,12,8,5967,2659,1817,8
2020-09-13,,,,1848,39841,2815,44504,3312598,31143,0.9,26765,39,14,9,5974,2661,1818,8
2020-09-14,,,,2027,39974,2816,44817,3342138,29540,1,19260,47,17,8,5975,2662,1818,8
2020-09-15,,,,2157,40091,2820,45068,3369802,27664,1.3,24339,47,19,11,5983,2663,1822,8
2020-09-16,,,,2316,40245,2822,45383,3398563,28761,1.2,28346,44,20,12,6006,2666,1824,8
2020-09-17,,,,2427,40424,2825,45676,3433697,35134,1.3,37624,53,21,12,6006,2672,1824,8
2020-09-18,,,,2652,40600,2825,46077,3469523,35826,1.4,40443,58,20,10,6008,2677,1824,8
2020-09-19,,,,2881,40777,2826,46484,3508463,38940,1.3,42778,64,20,10,6006,,1824,7
2020-09-20,,,,3054,40968,2827,46849,3548590,40127,1.4,37671,63,23,10,6023,2682,1824,8
2020-09-21,,,,3299,41146,2829,47274,3580343,31753,1.5,32489,65,22,12,6024,2683,1825,8
2020-09-22,,,,3578,41342,2832,47752,3614544,34201,1.5,39788,82,24,11,6026,2683,1828,8
2020-09-23,,,,3652,41600,2835,48087,3649980,35436,1.2,48079,88,24,9,6030,2685,1830,8
2020-09-24,,,,3774,41886,2836,48496,3680614,30634,1,53840,88,27,11,6043,2690,1829,8
2020-09-25,,,,3899,42169,2837,48905,3722479,41865,1,65227,87,25,13,6047,2693,1831,8
2020-09-26,,,,3996,42507,2837,49340,3765717,43238,1.2,68040,100,28,15,6049,2693,1831,8
2020-09-27,,,,4196,42796,2839,49831,3808226,42509,1.4,65061,112,28,16,6051,2696,1832,8
2020-09-28,,,,4564,43127,2840,50531,3849337,41111,1.2,49586,128,29,17,6059,2701,1833,8
2020-09-29,,,,4791,43450,2844,51085,3887712,38375,1.2,54759,137,30,16,6062,2708,1833,8
2020-09-30,,,,4955,43907,2848,51710,3923465,35753,1.5,67126,150,35,17,6071,2714,1836,8
2020-10-01,,,,4975,44422,2851,52248,3963111,39646,1.5,82473,162,36,17,6085,2720,1838,8
2020-10-02,,,,5203,44850,2927,52980,4003204,40093,1.3,90513,167,38,21,6166,2555,1909,8
2020-10-03,,,,5380,45285,2968,53633,4049458,46254,1.5,91322,155,41,23,6207,,1948,8
2020-10-04,,,,5405,45819,2975,54199,4089119,39661,1.6,78953,169,43,25,6209,2646,1949,8
2020-10-05,,,,5474,46360,2980,54814,4127315,38196,1.8,68006,176,43,26,6216,2650,1951,8
2020-10-06,,,,5469,46906,2987,55362,4169346,42031,1.8,55483,192,41,26,6230,2659,1953,8
2020-10-07,,,,5344,47613,2988,55945,4212623,43277,1.9,55413,195,43,28,6253,2668,1952,8
2020-10-08,,,,5442,48308,2992,56742,4261111,48488,2.1,58118,206,47,29,6274,2670,1954,8
2020-10-09,,,,5652,49032,2997,57681,4306025,44914,2,58173,225,47,29,6286,2682,1956,8
2020-10-10,,,,5754,49732,3004,58490,4350323,44298,2,56138,213,48,29,6296,2689,1961,8
2020-10-11,,,,5697,50437,3005,59139,4394461,44138,2.3,45837,217,51,32,6301,2689,1961,8
2020-10-12,,,,5833,51105,3008,59946,4430934,36473,2.3,32473,203,53,30,6310,2698,1961,8
2020-10-13,,,,5946,51729,3017,60692,4462167,31233,2.6,24420,230,60,34,6318,2706,1968,8
2020-10-14,,,,5884,52512,3017,61413,4494373,32206,3,26558,231,64,35,6335,2712,1968,8
2020-10-15,,,,5883,53291,3022,62196,4534334,39961,2.9,36314,253,62,31,6355,2717,1969,8
2020-10-16,,,,5873,54004,3031,62908,4572841,38507,2,37155,261,67,36,6365,2728,1974,8
2020-10-17,,,,5986,54686,3041,63713,4617563,44722,2.3,33630,278,72,42,6380,2733,1979,8
2020-10-18,,,,5954,55371,3046,64371,4658413,40850,2.5,23609,247,71,43,6402,2740,1980,8
2020-10-19,,,,6047,55978,3050,65075,4690277,31864,3.1,16303,252,69,40,6419,2755,1980,8
2020-10-20,,,,6237,56606,3053,65896,4714326,24049,3.6,24129,274,72,45,6442,2772,1979,8
2020-10-21,,,,6299,57325,3062,66686,4746972,32646,2.5,29332,260,71,49,6462,2781,1981,8
2020-10-22,,,,6390,58066,3071,67527,4785832,38860,2.5,34784,270,74,48,6487,2785,1984,8
2020-10-23,,,,6474,58799,3080,68353,4825851,40019,2.9,35436,276,78,47,6524,2796,1987,8
2020-10-24,,,,6821,59424,3086,69331,4870002,44151,2.6,30922,294,82,53,6607,2805,1989,8
2020-10-25,,,,7120,60160,3093,70373,4908771,38769,3.2,23601,278,79,54,6637,2820,1989,8
2020-10-26,,,,7286,60839,3099,71224,4937423,28652,3.8,17603,295,78,51,6678,2822,1991,8
2020-10-27,,,,7418,61530,3103,72051,4961368,23945,3.5,22636,312,75,52,6705,2837,1994,8
2020-10-28,,,,7474,62303,3108,72885,4991378,30010,3,33906,312,71,51,6737,2840,1996,8
2020-10-29,,,,7578,63123,3118,73819,5026999,35621,2.9,40074,322,77,52,6765,2851,2001,8
2020-10-30,,,,7669,63919,3127,74715,5068007,41008,2.8,41063,314,75,52,6829,2869,2004,8
2020-10-31,,,,7877,64717,3136,75730,5109927,41920,3,36262,320,73,54,6873,2873,2009,8
2020-11-01,,,,7981,65581,3145,76707,5147060,37133,3,23933,350,72,46,6941,2878,2013,8
2020-11-02,,,,8096,66407,3152,77655,5174968,27908,4,15397,328,75,45,6963,2891,2016,8
2020-11-03,,,,8295,67244,3166,78705,5200247,25279,4,20758,357,73,47,6998,2898,2024,8
2020-11-04,,,,8321,68189,3182,79692,5228814,28567,3.7,33087,367,75,44,7042,2926,2035,8
2020-11-05,,,,8358,69137,3195,80690,5264568,35754,3.3,41787,381,86,48,7094,2934,2042,8
2020-11-06,,,,8398,70086,3209,81693,5305836,41268,3.7,47074,380,86,49,7183,2946,2050,8
2020-11-07,,,,8667,70938,3220,82825,5345001,39165,3.5,44572,384,88,52,7213,2969,2056,8
2020-11-08,,,,9105,71815,3233,84153,5382578,37577,4.2,35776,374,86,51,7288,2983,2063,8
2020-11-09,,,,9514,72636,3245,85395,5410979,28401,5,26646,367,84,54,7329,2997,2069,8
2020-11-10,,,,10106,73417,3260,86783,5440104,29125,5.7,27802,422,82,54,7391,3016,2080,8
2020-11-11,,,,10631,74303,3275,88209,5476811,36707,5.1,34460,424,88,57,7470,3034,2087,8
2020-11-12,,,,11271,75220,3293,89784,5516370,39559,4.3,41977,431,98,62,7527,3040,2099,8
2020-11-13,,,,11630,76238,3312,91180,5556879,40509,4.5,44507,452,106,67,7554,3054,2109,8
2020-11-14,,,,12188,77241,3332,92761,5601716,44837,4.2,39767,502,107,66,7624,3074,2121,8
2020-11-15,,,,12345,78303,3361,94009,5643922,42206,3.8,26147,479,118,67,7685,3087,2141,8
2020-11-16,,,,12830,79295,3371,95496,5677273,33351,4.1,16254,500,125,70,7747,3097,2145,8
2020-11-17,,,,12932,80430,3383,96745,5703741,26468,,25435,529,127,75,7788,3131,2148,8
